t,pop,births,deaths,delivered,hof_best,gen
944.0,15,180,852,60,106.0,16
946.0,15,180,855,60,106.0,16
948.0,15,180,855,60,106.0,16
950.0,15,180,857,60,106.0,16
952.0,15,180,858,60,106.0,16
954.0,15,180,860,60,106.0,16
956.0,15,180,862,60,106.0,16
958.0,15,180,863,60,106.0,16
960.0,15,180,866,60,106.0,16
962.0,15,180,869,60,106.0,16
964.0,15,180,871,60,106.0,16
966.0,16,183,876,61,106.0,16
968.0,15,183,879,61,106.0,16
970.0,15,183,883,61,106.0,16
972.0,15,183,883,61,106.0,16
974.0,15,183,887,61,106.0,16
976.0,15,183,888,61,106.0,16
978.0,15,183,889,61,106.0,16
980.0,15,183,890,61,106.0,16
982.0,15,183,890,61,106.0,16
984.0,17,186,894,62,106.0,16
986.0,15,186,896,62,106.0,16
988.0,17,189,898,63,106.0,16
990.0,15,189,900,63,106.0,16
992.0,15,189,902,63,106.0,16
994.0,15,189,903,63,106.0,16
996.0,15,189,908,63,106.0,16
998.0,15,189,910,63,106.0,16
1000.0,15,189,911,63,106.0,16
1002.0,15,189,912,63,106.0,16
1004.0,15,189,915,63,106.0,16
1006.0,18,192,918,64,106.0,16
1008.0,15,192,921,64,106.0,16
1010.0,17,195,922,65,106.0,16
1012.0,15,195,925,65,106.0,16
1014.0,15,195,926,65,106.0,16
1016.0,15,195,929,65,106.0,16
1018.0,15,195,929,65,106.0,16
1020.0,18,198,930,66,106.0,16
1022.0,18,201,933,67,106.0,16
1024.0,17,201,934,67,106.0,16
1026.0,18,204,936,68,106.0,16
1028.0,15,204,940,68,106.0,16
1030.0,15,204,941,68,106.0,16
1032.0,18,207,944,69,106.0,16
1034.0,17,207,945,69,106.0,16
1036.0,17,207,945,69,106.0,16
1038.0,15,207,947,69,106.0,16
1040.0,15,207,948,69,106.0,16
1042.0,15,207,952,69,106.0,16
1044.0,15,207,955,69,106.0,16
1046.0,15,207,957,69,106.0,16
1048.0,15,207,957,69,106.0,16
1050.0,15,207,959,69,106.0,16
1052.0,15,207,961,69,106.0,16
1054.0,15,207,963,69,106.0,16
1056.0,15,207,967,69,106.0,16
1058.0,15,207,967,69,106.0,16
1060.0,15,207,970,69,106.0,16
1062.0,17,210,971,70,106.0,16
1064.0,15,210,973,70,106.0,16
1066.0,15,210,975,70,106.0,16
1068.0,15,210,976,70,106.0,16
1070.0,16,213,979,71,106.0,16
1072.0,16,213,979,71,106.0,16
1074.0,18,216,980,72,106.0,16
1076.0,17,216,981,72,106.0,16
1078.0,17,219,984,73,106.0,16
1080.0,15,219,986,73,106.0,16
1082.0,15,219,987,73,106.0,16
1084.0,15,219,988,73,106.0,16
1086.0,15,219,991,73,106.0,16
1088.0,15,219,992,73,106.0,16
1090.0,15,219,993,73,106.0,16
1092.0,15,219,993,73,106.0,16
1094.0,15,219,994,73,106.0,16
1096.0,17,222,995,74,106.0,16
1098.0,15,222,997,74,106.0,16
1100.0,15,222,999,74,106.0,16
1102.0,15,222,1000,74,106.0,16
1104.0,15,222,1001,74,106.0,16
1106.0,15,222,1003,74,106.0,16
1108.0,15,222,1007,74,106.0,16
1110.0,15,222,1008,74,106.0,16
1112.0,18,225,1010,75,106.0,16
1114.0,15,225,1013,75,106.0,16
1116.0,16,228,1015,76,106.0,16
1118.0,15,228,1017,76,106.0,16
1120.0,17,231,1018,77,106.0,16
1122.0,17,231,1018,77,106.0,16
1124.0,15,231,1022,77,106.0,16
1126.0,15,231,1022,77,106.0,16
1128.0,18,234,1022,78,106.0,16
1130.0,18,234,1022,78,106.0,16
1132.0,18,234,1022,78,106.0,16
1134.0,23,240,1023,80,106.0,16
1136.0,25,243,1024,81,106.0,16
1138.0,22,243,1027,81,106.0,16
1140.0,20,243,1029,81,106.0,16
1142.0,18,243,1031,81,106.0,16
1144.0,18,243,1031,81,106.0,16
1146.0,15,243,1035,81,106.0,16
1148.0,15,243,1038,81,106.0,16
1150.0,15,243,1038,81,106.0,16
1152.0,15,243,1040,81,106.0,16
1154.0,15,246,1044,82,106.0,16
1156.0,15,246,1045,82,106.0,16
1158.0,15,246,1046,82,106.0,16
1160.0,15,246,1048,82,106.0,16
1162.0,15,246,1050,82,106.0,16
1164.0,15,246,1054,82,106.0,16
1166.0,15,246,1056,82,106.0,16
1168.0,15,246,1057,82,106.0,16
1170.0,18,249,1062,83,106.0,16
1172.0,17,249,1063,83,106.0,16
1174.0,15,249,1067,83,106.0,16
1176.0,15,249,1072,83,106.0,16
1178.0,15,249,1073,83,106.0,16
1180.0,15,249,1073,83,106.0,16
1182.0,15,249,1075,83,106.0,16
1184.0,15,249,1076,83,106.0,16
1186.0,15,249,1079,83,106.0,16
1188.0,15,249,1079,83,106.0,16
1190.0,15,249,1079,83,106.0,16
1192.0,15,249,1081,83,106.0,16
1194.0,15,249,1082,83,106.0,16
1196.0,15,249,1083,83,106.0,16
1198.0,15,249,1086,83,106.0,16
1200.0,18,252,1088,84,106.0,16
1202.0,16,252,1090,84,106.0,16
1204.0,19,258,1093,86,106.0,16
1206.0,17,258,1095,86,106.0,16
1208.0,15,258,1098,86,106.0,16
1210.0,15,258,1099,86,106.0,16
1212.0,18,261,1099,87,106.0,16
1214.0,15,261,1103,87,106.0,16
1216.0,15,261,1106,87,106.0,16
1218.0,15,261,1107,87,106.0,16
1220.0,15,261,1109,87,106.0,16
1222.0,15,261,1112,87,106.0,16
1224.0,15,261,1112,87,106.0,16
1226.0,15,261,1113,87,106.0,16
1228.0,15,261,1113,87,106.0,16
1230.0,15,261,1117,87,106.0,16
1232.0,15,261,1117,87,106.0,16
1234.0,15,261,1118,87,106.0,16
1236.0,15,261,1120,87,106.0,16
1238.0,16,264,1122,88,106.0,16
1240.0,15,264,1123,88,106.0,16
1242.0,15,264,1130,88,106.0,16
1244.0,15,264,1131,88,106.0,16
1246.0,15,264,1135,88,106.0,16
1248.0,15,264,1137,88,106.0,16
1250.0,15,264,1139,88,106.0,16
1252.0,15,264,1142,88,106.0,16
1254.0,15,264,1143,88,106.0,16
1256.0,15,264,1146,88,106.0,16
1258.0,15,264,1147,88,106.0,16
1260.0,15,264,1147,88,106.0,16
1262.0,15,264,1148,88,106.0,16
1264.0,15,264,1148,88,106.0,16
1266.0,15,264,1149,88,106.0,16
1268.0,15,264,1152,88,106.0,16
1270.0,15,264,1153,88,106.0,16
1272.0,15,264,1154,88,106.0,16
1274.0,15,264,1156,88,106.0,16
1276.0,15,264,1161,88,106.0,16
1278.0,15,264,1165,88,106.0,16
1280.0,17,267,1168,89,106.0,16
1282.0,20,270,1168,90,106.0,16
1284.0,17,270,1171,90,106.0,16
1286.0,19,273,1172,91,106.0,16
1288.0,18,273,1173,91,106.0,16
1290.0,16,273,1175,91,106.0,16
1292.0,15,273,1177,91,106.0,16
1294.0,15,273,1179,91,106.0,16
1296.0,15,273,1180,91,106.0,16
1298.0,17,276,1182,92,106.0,16
1300.0,18,279,1184,93,106.0,16
1302.0,18,282,1187,94,106.0,16
1304.0,16,282,1189,94,106.0,16
1306.0,17,285,1193,95,106.0,16
1308.0,16,285,1194,95,106.0,16
1310.0,16,288,1197,96,106.0,16
1312.0,15,288,1198,96,106.0,16
1314.0,15,288,1199,96,106.0,16
1316.0,15,288,1201,96,106.0,16
1318.0,15,288,1205,96,106.0,16
1320.0,18,291,1206,97,106.0,16
1322.0,16,291,1208,97,106.0,16
1324.0,15,291,1209,97,106.0,16
1326.0,15,291,1210,97,106.0,16
1328.0,17,294,1211,98,106.0,16
1330.0,17,294,1211,98,106.0,16
1332.0,15,294,1213,98,106.0,16
1334.0,15,294,1214,98,106.0,16
1336.0,15,294,1214,98,106.0,16
1338.0,15,294,1215,98,106.0,16
1340.0,15,294,1215,98,106.0,16
1342.0,15,294,1215,98,106.0,16
1344.0,15,294,1217,98,106.0,16
1346.0,15,294,1219,98,106.0,16
1348.0,15,294,1222,98,106.0,16
1350.0,15,294,1228,98,106.0,16
1352.0,15,294,1230,98,106.0,16
1354.0,15,294,1232,98,106.0,16
1356.0,18,297,1232,99,106.0,16
1358.0,15,297,1236,99,106.0,16
1360.0,15,297,1240,99,106.0,16
1362.0,15,297,1241,99,106.0,16
1364.0,15,297,1242,99,106.0,16
1366.0,17,300,1243,100,106.0,17
1368.0,19,303,1244,101,106.0,17
1370.0,19,303,1244,101,106.0,17
1372.0,19,306,1247,102,106.0,17
1374.0,20,309,1249,103,106.0,17
1376.0,19,309,1250,103,106.0,17
1378.0,17,309,1252,103,106.0,17
1380.0,16,309,1253,103,106.0,17
1382.0,15,309,1256,103,106.0,17
1384.0,15,309,1257,103,106.0,17
1386.0,15,309,1262,103,106.0,17
1388.0,15,309,1266,103,106.0,17
1390.0,15,309,1268,103,106.0,17
1392.0,15,309,1271,103,106.0,17
1394.0,15,309,1273,103,106.0,17
1396.0,18,312,1274,104,106.0,17
1398.0,20,315,1275,105,106.0,17
1400.0,20,315,1275,105,106.0,17
1402.0,15,315,1281,105,106.0,17
1404.0,17,318,1282,106,106.0,17
1406.0,15,318,1285,106,106.0,17
1408.0,15,318,1288,106,106.0,17
1410.0,15,318,1290,106,106.0,17
1412.0,15,318,1291,106,106.0,17
1414.0,15,318,1291,106,106.0,17
1416.0,15,318,1294,106,106.0,17
1418.0,15,318,1296,106,106.0,17
1420.0,15,318,1299,106,106.0,17
1422.0,15,318,1299,106,106.0,17
1424.0,15,318,1301,106,106.0,17
1426.0,20,324,1302,108,106.0,17
1428.0,19,324,1303,108,106.0,17
1430.0,19,327,1306,109,109.38,17
1432.0,21,330,1307,110,113.29,17
1434.0,23,333,1308,111,113.32,17
1436.0,17,333,1314,111,113.32,17
1438.0,16,333,1315,111,113.32,17
1440.0,15,333,1317,111,113.32,17
1442.0,18,336,1317,112,113.32,17
1444.0,17,336,1318,112,113.32,17
1446.0,16,336,1319,112,113.32,17
1448.0,15,336,1320,112,113.32,17
1450.0,15,336,1320,112,113.32,17
1452.0,15,336,1322,112,113.32,17
1454.0,16,339,1325,113,113.32,17
1456.0,15,339,1326,113,113.32,17
1458.0,18,342,1326,114,113.32,17
1460.0,16,342,1328,114,113.32,17
1462.0,15,342,1331,114,113.32,17
1464.0,15,342,1332,114,113.32,17
1466.0,15,342,1333,114,113.32,17
1468.0,15,342,1335,114,113.32,17
1470.0,18,345,1335,115,113.32,17
1472.0,18,348,1339,116,113.32,17
1474.0,16,348,1341,116,113.32,17
1476.0,15,348,1346,116,113.32,17
1478.0,18,351,1346,117,113.32,17
1480.0,18,354,1349,118,113.32,17
1482.0,19,357,1351,119,113.32,17
1484.0,19,357,1351,119,113.32,17
1486.0,19,357,1351,119,113.32,17
1488.0,18,357,1352,119,113.32,17
1490.0,17,357,1353,119,113.32,17
1492.0,19,360,1354,120,113.32,17
1494.0,19,360,1354,120,113.32,17
1496.0,16,360,1357,120,113.32,17
1498.0,15,360,1359,120,113.32,17
1500.0,15,360,1360,120,113.32,17
