t,pop,births,deaths,delivered,hof_best,gen
288.0,50,335,325,249,502.02,9
290.0,48,335,327,249,502.02,9
292.0,41,335,334,249,502.02,9
294.0,39,335,336,249,502.02,9
296.0,35,335,340,249,502.02,9
298.0,33,335,342,249,502.02,9
300.0,29,335,346,249,502.02,9
302.0,29,335,346,249,502.02,9
304.0,28,335,347,249,502.02,9
306.0,26,338,352,250,502.02,9
308.0,25,338,353,250,502.02,9
310.0,23,338,355,250,502.02,9
312.0,23,338,355,250,502.02,9
314.0,26,341,355,251,502.02,9
316.0,26,341,355,251,502.02,9
318.0,29,344,355,252,502.02,9
320.0,26,344,358,252,502.02,9
322.0,27,347,360,253,502.02,9
324.0,30,350,360,254,502.02,9
326.0,27,350,363,254,502.02,9
328.0,26,350,364,254,502.02,9
330.0,26,350,364,254,502.02,9
332.0,29,353,364,255,502.02,9
334.0,29,353,364,255,502.02,9
336.0,32,356,364,256,502.02,9
338.0,34,359,365,257,502.02,9
340.0,35,362,367,258,502.02,10
342.0,38,365,367,259,502.02,10
344.0,38,365,367,259,502.02,10
346.0,40,371,371,261,502.02,10
348.0,40,371,371,261,502.02,10
350.0,40,371,371,261,502.02,10
352.0,44,377,373,263,502.02,10
354.0,44,377,373,263,502.02,10
356.0,44,377,373,263,502.02,10
358.0,45,380,375,264,502.02,10
360.0,45,380,375,264,502.02,10
362.0,43,380,377,264,502.02,10
364.0,45,383,378,265,502.02,10
366.0,45,383,378,265,502.02,10
368.0,47,386,379,266,502.02,10
370.0,53,392,379,268,502.02,10
372.0,59,398,379,270,502.02,10
374.0,61,401,380,271,502.02,10
376.0,68,410,382,274,502.02,10
378.0,66,410,384,274,502.02,10
380.0,69,416,387,276,502.02,10
382.0,65,416,391,276,502.02,10
384.0,65,416,391,276,502.02,10
386.0,64,419,395,277,502.02,10
388.0,72,428,396,280,502.02,11
390.0,71,428,397,280,502.02,11
392.0,68,428,400,280,502.02,11
394.0,68,428,400,280,502.02,11
396.0,74,434,400,282,502.02,11
398.0,73,434,401,282,502.02,11
400.0,73,434,401,282,502.02,11
402.0,76,437,401,283,502.02,11
404.0,73,437,404,283,502.02,11
406.0,73,437,404,283,502.02,11
408.0,74,440,406,284,502.02,11
410.0,70,443,413,285,502.02,11
412.0,76,455,419,289,502.02,11
414.0,79,458,419,290,502.02,11
416.0,77,461,424,291,502.02,11
418.0,80,464,424,295,502.02,11
420.0,71,464,433,295,502.02,11
422.0,69,464,435,295,502.02,11
424.0,68,464,436,295,502.02,11
426.0,72,470,438,297,502.02,11
428.0,66,473,447,298,502.02,11
430.0,64,473,449,298,502.02,11
432.0,65,476,451,299,502.02,11
434.0,71,482,451,301,502.02,12
436.0,74,491,457,306,502.02,12
438.0,80,497,457,309,502.02,12
440.0,80,497,457,311,502.02,12
442.0,80,498,458,312,502.02,12
444.0,78,498,460,312,502.02,12
446.0,77,498,461,312,502.02,12
448.0,79,501,462,314,502.02,12
450.0,76,502,466,316,502.02,13
452.0,75,507,472,319,502.02,13
454.0,75,507,472,319,502.02,13
456.0,78,510,472,320,502.02,13
458.0,74,510,476,320,502.02,13
460.0,77,513,476,321,502.02,13
462.0,80,519,479,323,502.02,13
464.0,80,519,479,323,502.02,13
466.0,80,523,483,325,502.02,13
468.0,80,524,484,326,502.02,13
470.0,76,524,488,326,502.02,13
472.0,79,530,491,328,502.02,13
474.0,78,531,493,329,502.02,13
476.0,70,531,501,329,502.02,13
478.0,63,531,508,329,502.02,13
480.0,61,531,510,329,502.02,13
482.0,58,531,513,329,502.02,13
484.0,56,531,515,329,502.02,13
486.0,54,531,517,329,502.02,13
488.0,51,531,520,329,502.02,13
490.0,52,537,525,331,502.02,13
492.0,50,540,530,332,502.02,13
494.0,49,540,531,332,502.02,13
496.0,47,540,533,332,502.02,13
498.0,50,543,533,333,502.02,13
500.0,53,549,536,335,502.02,14
